,Rating,Title,Review,Review_Date
1529,5.0,"Features are very good,big screen,good battery backup,i m very happy with this purchase","Camera,touch,screen and features all in one mobile",10 February 2023
1530,5.0,Super,Nice 👍,11 February 2023
1531,5.0,Camera quality is very nice.,Overall product is good and working as  expected. Camera quality is very good.,28 January 2023
1532,5.0,Best in the market,,11 February 2023
1533,4.0,Ok,"The media could not be loaded.
                



 Ok",9 November 2022
1534,5.0,Nice,Nice product,12 February 2023
1535,4.0,Best 5g smartphone in OnePlus,Overall good specification...but i already OnePlus 7t user for me its ok because compare to 7t in this mobile specifications and special speature less than my old one.... otherwise budget friendly smartphone for OnePlus lovers,3 October 2022
1536,4.0,Mast,,8 November 2022
1537,5.0,Best product with reasonable price,All are good 👍 every feature working smoothly and excellent camera quality 😊,28 January 2023
1538,5.0,Good Phone.,Good product. A budget 5g phone.,11 February 2023
1539,4.0,Best for casual use,"Recommended for casual use. Quick battery charge, battery life's for a day considering high usage of 8-9hrs. As it is oxygen OS no bloatware issues. Screen touch works good, no delay seen.Disappointment is,- Android 11 ver.- Slight scratches on backcase. Ignorable, though matters.- Uniqueness mark of the brand is missing.Cons,- Camera quality not upto the mark.- Low sound.- Battery heats up very quickly while using high utilisation apps.- Can't use hotspot for morethan 2hrs, again battery issue.- Not recommended for gamers.",7 May 2022
1540,5.0,Good,Excellent,Reviewed in India 🇮🇳 on 11 February 2023
1541,3.0,Only buy this if you out of your budget,Writing this review after 15 days of usesCamera quality bad 1/5Fingerprint reader 1/5Battery 1/5My oppo phone cost 12000 was 5 Times better than this.,Reviewed in India 🇮🇳 on 21 December 2022
1542,4.0,Camera poor quality,Camera quality low,Reviewed in India 🇮🇳 on 10 November 2022
1543,4.0,A great phone for family entertainment,"One plus phones have always amazed me by the time duration they live as compared to Samsung's, Redmi's and Vivo's. Its a decent mid level phone with great battery life for people who have long screen times for videos and camera functions. Android and One plus UI 12 is a great skin on the vanilla OS.Pros:Great battery life.Good screen sizeForm factor is good. Camera is decent for the cost. Love the dual video feature, not sure when I will use it.No unnecessary stock apps like samsung and vivo.Trust Snapdragon as compared to mediatek in CE versionFuture proof as its 5g.Cons:A bit bulky to carry in hand for long times (watching video)More color options would have been good.",Reviewed in India 🇮🇳 on 5 May 2022
1544,4.0,Nice phone,Nice phone,Reviewed in India 🇮🇳 on 13 November 2022
1545,4.0,Overall good,Overall good,Reviewed in India 🇮🇳 on 10 November 2022
1546,4.0,Ok,"The media could not be loaded.
                



 Ok",Reviewed in India 🇮🇳 on 9 November 2022
1547,5.0,Absolutely amazing!,"This is my first OnePlus phone, and I'm having a blast (just to be clear, I'm not blasting my phone 😅) Thank you Amazon #NeverSettle",Reviewed in India 🇮🇳 on 9 January 2023
1548,4.0,Balanced 5g phone in 19000,"Best phone in 19000 with good camera, decent battery, and good figer print scanner. The best thing about this phone is oxygen OS which gives you a different feeling in terms of smooth running.  Android update level of OnePlus is amazing. Best deal under 19000",Reviewed in India 🇮🇳 on 12 September 2022
1549,4.0,Good,Good,Reviewed in India 🇮🇳 on 10 November 2022
1550,4.0,"GO FOR THE 8GB RAM "" MIRROR GRAY ""COLOR 🔥🔥 And","The media could not be loaded.
                



 Display super smoth 90hz with 8gb ram and Looks are excellent and brand value,Camera is decent little bit more contrasty and stabilization is excellent only EIS.  (NO SCAM OR FAKE PRODUCT OR DEFECTIVE ON MY CASE) you must know the new policy of packaging. Do Not accept mobile if package is broken or there is any tape on package and u must record ur UNBOXING VIDEO for PROOF",14 August 2022
1551,5.0,best rated u know OnePlus it's name is fame,I love it this mobile must try this once,2 February 2023
1552,4.0,Nice products,Good looking a smart phone,2 November 2022
1553,4.0,Worth it,Phone and it's functioning is good chances of lagging are negligible..Camera quality -averageBattery -averageFast charging -it take 1 hr 15 minutes to full chargeDisplay -goodFinger print senser - good if you want to buy an OnePlus phone in this range then go for it andIf your exchanging your old phone with this one then you might suffer because delivery agents create problem in exchanging phone .,28 July 2022
1554,5.0,Nice product,One plus Nord ce 2 lite 5g128 I used than I reviewed nice product my experience is best compare others brand 12/01/2023.I am so happy thanku Amazon.,12 January 2023
1555,4.0,Nice ☺️👍,Nice 😊👍,10 November 2022
1556,4.0,"Everything is ok,",Normal phone nothing special,12 November 2022
1557,5.0,I no receive my mobile bill pls solve my problem,मैंने एक वनप्लस नोrd 5 ce2 का मोबाइल आर्डर किया था साथ में एक मोबाइल का कवर था मुझे मोबाइल की कवर का बिल मिल गया लेकिन जो मैंने मोबाइल लिया था उसका बिल मुझे प्राप्त नहीं हुआ और ना वह मेरी आर्डर लिस्ट से डाउनलोड हो रहा है,14 December 2022
1558,4.0,It is good,Battery is good,10 November 2022
1559,4.0,Value for money,"Less than 20k inr good product with very nice features, display and configuration..",27 October 2022
1560,5.0,"performance and value under Rs 20,000. But is OnePlus Nord CE 2 Lite 5G worth the money","The 6.59-inch LCD display comes with 1080×2412 pixels and 401 PPI pixel density. The phone offers a 20:9 aspect ratio and a 120Hz refresh rate. OnePlus has tried to balance it out with support for a 120Hz refresh rate display. But that doesn’t take the focus away from the display being dull from some of the rivals in the segment. Coming back to the display performance, the OnePlus Nord CE 2 Lite 5G offers smooth animations, all thanks to the higher refresh rate. Mind you that the OnePlus Nord CE 2 Lite 5G packs a higher refresh rate than what we get on the OnePlus Nord CE 2, which is a bit costly.We had a good time using the OnePlus Nord CE 2 Lite 5G display as it supported HD content on popular OTT apps like Netflix and Amazon Prime. The panel is bright and offers swift colours. Though, we have to admit that it missed the punchiness of an AMOLED panel.Overall, it strikes a balance of an inferior panel and a fast refresh rate which should work well for most users in this price segment.",Reviewed in India 🇮🇳 on 17 May 2022
1561,4.0,V good,V good,Reviewed in India 🇮🇳 on 10 November 2022
1562,4.0,Good,Good,Reviewed in India 🇮🇳 on 7 November 2022
1563,4.0,"Compared to older OnePlus models, there is a drop in quality",Pros#Nice looks & good build#Clean UI sans bloatware#Capable primary camera#Good battery life and fast 65W chargingCons#Performance can't match rivals #Misses out on stereo speakers#Low-light camera performance could be better #No Android 12,Reviewed in India 🇮🇳 on 19 September 2022
1564,4.0,Ekadam phaadu mobile hai le lo,Bahut achcha hai 17000 mein pura Paisa vasul Ho Gaya meri jaan 🤟,Reviewed in India 🇮🇳 on 23 October 2022
1565,3.0,Everything ok except battery backup,No battery backup. If ur using normally phone call and whatsup it will come one day that's it. Compare to other brands worst battery backup,Reviewed in India 🇮🇳 on 24 December 2022
1566,4.0,Good budget phone,It has a premium look and good specs in budget phones. Better than MI. Good user interface.,Reviewed in India 🇮🇳 on 18 October 2022
1567,4.0,Overall it's a good mobile with nice features,,Reviewed in India 🇮🇳 on 9 November 2022
1568,4.0,"Mast he biduu log.,,😜17000 me to..any other mobile  TQ Amazon nd one plus..",Nice camera picture 👍 nd nice quality. But fingers print not perfect 😜 nd battery long lasting..1 day full care TQ Amazon.,Reviewed in India 🇮🇳 on 3 October 2022
1569,3.0,Average phone at this price!,Camera quality could have been better. This phone is not recommended for selfi lover's. Battery back up is good. important this phone replicate the Oppo phones. Those who are using oppo can go for other option. I am using f 15 and this one plus similar tho this phone. This phone is good for business and shopkeeper for batter back up and easy to use. overall phone is good. However the price is high at given features,Reviewed in India 🇮🇳 on 30 October 2022
